x,y
-14.82094,20.372536
-14.777965,20.394014
-14.7265625,20.410479
-14.777338,20.467567
-14.610795,20.203588
-14.684858,20.587624
-14.838128,20.376307
-14.689332,20.557423
-14.629346,20.322159
-14.712452,20.593512
15.866477,23.331015
16.291052,23.336798
16.155252,23.492771
16.104841,23.55991
-15.918333,17.22886
-16.105568,17.604721
-16.266998,17.539331
-16.153528,17.58437
-4.8898153,12.468994
-4.74491,12.361341
-5.0596633,12.476215
-5.180329,12.328803
-4.7467337,12.534463
-4.69481,12.36743
-4.7603836,12.42766
-4.8090377,12.409038
-5.0145197,12.490076
-4.932937,12.6582575
17.513365,20.076899
17.463476,20.038727
-11.184914,19.336979
-11.022515,19.483559
-11.104678,19.458836
-11.075297,19.392853
-11.052389,19.434593
-10.985042,19.519924
-10.862737,19.272186
-11.0153055,19.492897
-11.163995,19.442064
-10.87168,19.38824
21.067749,21.83446
20.990677,21.769144
21.016975,21.759129
21.16812,21.57528
-15.5315075,16.60293
-15.650881,16.51335
-15.488047,16.473574
-15.499378,16.642101
-14.962538,17.693178
-15.04045,17.751827
-14.572839,17.686436
-14.819874,17.88608
-14.810287,17.806395
-14.912428,17.825756
-14.807326,18.017536
-14.815577,17.871843
-14.863906,17.813375
-14.994643,17.783022
16.717047,19.826431
16.607586,19.691956
-3.205825,20.302473
-3.2358778,20.479067
-3.5465636,20.37148
-3.2407613,20.323256
-3.240383,20.331367
-3.464842,20.455313
-3.3967137,20.308403
-3.2136586,20.68503
-3.2101512,20.304726
-3.2775402,20.467758
17.77936,22.390463
17.751925,22.373352
17.785624,22.347437
17.751217,22.354036
-2.5093467,22.758514
-2.7825565,22.937214
-2.6226075,22.69795
-2.5876865,22.78103
-8.190057,18.166513
-8.231352,18.1966
-8.270681,18.083632
-8.243119,18.008831
-8.254003,18.338268
-8.300553,18.091177
-8.298855,17.952812
-8.229535,18.145807
-8.017221,18.042067
-8.121734,18.228539
17.445835,20.90117
17.409512,20.929485
-3.0471327,19.041014
-2.921759,19.133707
-3.0147438,19.243206
-2.8023915,19.054556
-3.0107596,19.053617
-2.9312038,19.108303
-3.3160357,19.34799
-2.9511282,19.106075
-2.8823702,19.310526
-2.8178146,19.181679
16.65089,25.036491
16.561237,24.84437
16.52018,24.878
16.511545,24.992725
-11.038551,24.033287
-10.995944,23.955948
-10.896836,24.146742
-11.030798,23.982124
-10.144736,17.65481
-10.102931,17.622547
-9.8673525,17.60219
-10.197812,17.555008
-10.351544,17.615208
-9.984624,17.654694
-10.002788,17.463495
-10.059632,17.63193
