x,y,index
-1.2013295438700693,1.7745159036490463,51
-1.2989609524904489,1.8127904925516947,51
-1.258262047783421,1.8293991444119224,51
-1.258316060700153,1.9393302488086577,51
-1.1713193627577048,1.744154249136297,51
-1.1822547313037475,1.7189817849058595,51
-1.1282374480695354,1.6338760785981885,51
-1.2156187038979238,1.6555496769458016,51
-1.2216520952764,1.7117278790076083,51
-1.0760098209132274,1.5166796838820484,51
-2.977856029045784,0.5668697827856742,137
-2.9778568839848294,0.5668657806404214,137
-3.065505725606244,0.6749577864734451,137
-3.065495563363965,0.6749862054456692,137
-0.9909133313019454,1.3495219274717383,51
-0.8550911408259547,1.2557531909702069,51
-0.9909133313019449,1.349521927471738,51
-0.8550911408259492,1.2557531909702047,51
0.256865044790287,2.291821493121248,26
0.06508650677345437,2.066560093427166,26
0.20337031955417048,2.353381842526555,26
0.2652809342354472,2.3711464763633336,26
0.2344964871585819,2.0999494675459776,26
0.25238595879364767,2.108824216302345,26
0.13892406772102278,1.84732734717561,26
0.04412700147951871,1.877558503946543,26
0.07052918221018607,1.9124231917233234,26
-0.18414486154915047,1.4717616202454424,26
-2.5141112389086095,-0.4563980325787912,136
-2.5141112298977055,-0.45639805868012273,136
-1.7672196154004969,2.5446128753944066,42
-1.7607077210181055,2.4988590990595863,42
-1.7981059100117351,2.5809933841325656,42
-1.790174056361292,2.64144991657252,42
-1.7605927471525102,2.5030916806137284,42
-1.7366883576108814,2.628896502396992,42
-1.758318736674737,2.542060527112568,42
-1.8192606555439768,2.5788396460277005,42
-1.7783421263017543,2.5812753380055313,42
-1.7704288638723282,2.4446187109154143,42
-3.1935575546196775,1.2847124497585192,144
-3.1935575546196877,1.2847124497584934,144
-3.205028745505581,1.3762164143523803,144
-3.20502874550444,1.3762164143547155,144
-1.7229927589605152,2.2524381670294766,42
-1.6822031924073966,2.2104499069742256,42
-1.722992758960512,2.252438167029475,42
-1.6822031924073957,2.210449906974227,42
-0.7842736092575014,2.729848159034615,31
-0.9038635708761827,2.6861492563813436,31
-0.9204861570458611,2.8203836576124854,31
-0.7633856691351999,2.764357845159527,31
-0.8697924635069724,2.602830115979131,31
-0.8861579830182934,2.7566835679143282,31
-0.7907938594645548,2.7722637842196223,31
-0.9726843185106404,2.8456872195278518,31
-0.8632255691356355,2.745073238954155,31
-0.9917138454016876,2.6270036275795876,31
-2.799462351162116,0.6332525407072653,143
-2.7994623511621177,0.6332525407072516,143
-0.658725203973084,2.398780048826571,49
-0.7229914243213189,2.336774126263398,49
-0.6680965468097387,2.4954840794230235,49
-0.5232506833677995,2.544874544013278,49
-0.78441330441297,2.2750615125539944,49
-0.6842302229392582,2.099849385472214,49
-0.7241140919395888,2.1044156616159797,49
-0.8849132469505454,2.0056496907720547,49
-0.750855194860679,2.130489507725484,49
-0.8691403445194912,1.8341013468816367,49
-2.9636544170601455,0.7193813767581542,133
-2.9636544238994564,0.7193813502142007,133
-2.934074042190652,0.8124196164553926,133
-2.9340740423439136,0.8124196158592084,133
-0.6419602515353193,1.529921898184758,49
-0.49174466225331254,1.439686947880201,49
-0.6419602515353188,1.5299218981847558,49
-0.49174466225330404,1.4396869478801981,49
0.7550454233709285,2.5309737496106632,29
0.6086277876052152,2.4525421931462814,29
