x,y,index
-1.2013295438700693,1.7745159036490463,33
-1.2989609524904489,1.8127904925516947,33
-1.258262047783421,1.8293991444119224,33
-1.258316060700153,1.9393302488086577,33
-1.1713193627577048,1.744154249136297,33
-1.1822547313037475,1.7189817849058595,33
-1.1282374480695354,1.6338760785981885,33
-1.2156187038979238,1.6555496769458016,33
-1.2216520952764,1.7117278790076083,33
-1.0760098209132274,1.5166796838820484,33
-2.977856029045784,0.5668697827856742,80
-2.9778568839848294,0.5668657806404214,80
-3.065505725606244,0.6749577864734451,80
-3.065495563363965,0.6749862054456692,80
-0.9909133313019454,1.3495219274717383,33
-0.8550911408259547,1.2557531909702069,33
-0.9909133313019449,1.349521927471738,33
-0.8550911408259492,1.2557531909702047,33
0.256865044790287,2.291821493121248,15
0.06508650677345437,2.066560093427166,15
0.20337031955417048,2.353381842526555,15
0.2652809342354472,2.3711464763633336,15
0.2344964871585819,2.0999494675459776,15
0.25238595879364767,2.108824216302345,15
0.13892406772102278,1.84732734717561,15
0.04412700147951871,1.877558503946543,15
0.07052918221018607,1.9124231917233234,15
-0.18414486154915047,1.4717616202454424,15
-2.5141112389086095,-0.4563980325787912,80
-2.5141112298977055,-0.45639805868012273,80
-1.7672196154004969,2.5446128753944066,25
-1.7607077210181055,2.4988590990595863,25
-1.7981059100117351,2.5809933841325656,25
-1.790174056361292,2.64144991657252,25
-1.7605927471525102,2.5030916806137284,25
-1.7366883576108814,2.628896502396992,25
-1.758318736674737,2.542060527112568,25
-1.8192606555439768,2.5788396460277005,25
-1.7783421263017543,2.5812753380055313,25
-1.7704288638723282,2.4446187109154143,25
-3.1935575546196775,1.2847124497585192,84
-3.1935575546196877,1.2847124497584934,84
-3.205028745505581,1.3762164143523803,84
-3.20502874550444,1.3762164143547155,84
-1.7229927589605152,2.2524381670294766,25
-1.6822031924073966,2.2104499069742256,25
-1.722992758960512,2.252438167029475,25
-1.6822031924073957,2.210449906974227,25
-0.7842736092575014,2.729848159034615,18
-0.9038635708761827,2.6861492563813436,18
-0.9204861570458611,2.8203836576124854,18
-0.7633856691351999,2.764357845159527,18
-0.8697924635069724,2.602830115979131,18
-0.8861579830182934,2.7566835679143282,18
-0.7907938594645548,2.7722637842196223,18
-0.9726843185106404,2.8456872195278518,18
-0.8632255691356355,2.745073238954155,18
-0.9917138454016876,2.6270036275795876,18
-2.799462351162116,0.6332525407072653,83
-2.7994623511621177,0.6332525407072516,83
-0.658725203973084,2.398780048826571,31
-0.7229914243213189,2.336774126263398,31
-0.6680965468097387,2.4954840794230235,31
-0.5232506833677995,2.544874544013278,31
-0.78441330441297,2.2750615125539944,31
-0.6842302229392582,2.099849385472214,31
-0.7241140919395888,2.1044156616159797,31
-0.8849132469505454,2.0056496907720547,31
-0.750855194860679,2.130489507725484,31
-0.8691403445194912,1.8341013468816367,31
-2.9636544170601455,0.7193813767581542,78
-2.9636544238994564,0.7193813502142007,78
-2.934074042190652,0.8124196164553926,78
-2.9340740423439136,0.8124196158592084,78
-0.6419602515353193,1.529921898184758,31
-0.49174466225331254,1.439686947880201,31
-0.6419602515353188,1.5299218981847558,31
-0.49174466225330404,1.4396869478801981,31
0.7550454233709285,2.5309737496106632,17
0.6086277876052152,2.4525421931462814,17
0.7103817443551125,2.5543660328537285,17
0.7270268713467896,2.4753084140708093,17
0.590261047079708,2.3435397946618663,17
0.6562773518332093,2.2034598276568484,17
0.6163983144367344,2.2566512934371916,17
0.6225815492387582,2.347531427407807,17
0.5960607457942056,2.199189363228592,17
0.3862347946602932,2.1281465530718693,17
-2.6972942940147457,-0.2965726005672581,77
-2.697294291486134,-0.29657260777264405,77
-1.22814670523148,2.7310475535364667,24
-1.2331026589362872,2.6538221025416138,24
-1.2640195620570698,2.7778173581663546,24
-1.1823429023703338,2.745100094862154,24
-1.2953551180576852,2.548134529630549,24
-1.2496800476686465,2.6484426317199574,24
-1.229418717087379,2.5799721875146755,24
-1.3168479099570554,2.630359935650105,24
-1.2469103503400358,2.567355246977996,24
-1.3711558109666706,2.4291793650074887,24
-3.3532445756934512,1.2405564174047714,88
-3.3532445758182137,1.2405564171368424,88
-3.284778765498537,1.3338013098814645,88
-3.2847787654584355,1.333801309962273,88
-1.1721293732160563,2.136446996331006,24
-1.0910947475368016,2.044158349461463,24
-1.172129373216058,2.136446996331004,24
-1.0910947475368016,2.044158349461463,24
-0.02120322617380287,2.8426067703997147,17
-0.10512306435079243,2.8355241714393395,17
-0.03435832453392007,2.932897458055137,17
0.007959559890809254,2.8838358559792914,17
-0.1584193298086773,2.65249307319506,17
-0.14950358132251576,2.8141994145637237,17
-0.10266530063947997,2.8114086317872404,17
-0.18080270940000442,2.8888871257754625,17
-0.14120501486978868,2.800544035027471,17
-0.3370724591019471,2.632807285037335,17
-2.988096933186397,0.6433007240933242,87
-2.988096926892105,0.6433007489129848,87
0.7845810004830941,-1.4729701607614276,47
