-1.7661376,-3.8625486
-1.7659436,-3.8569055
-1.765495,-3.8563933
-1.7660246,-3.8569934
-1.7662573,-3.8568687
-1.7667118,-3.8571029
-1.7664683,-3.8562648
-1.7664901,-3.8592832
-1.7631338,-3.8542585
-1.759028,-3.8534548
-8.136052,19.713634
-8.13626,19.713852
-8.1257105,19.71952
-8.138033,19.714859
-1.7590024,-3.8513722
-1.7605767,-3.852252
-1.7550769,-3.849885
-1.7604252,-3.8519387
-12.793849,-9.073164
-12.794575,-9.074142
-12.793809,-9.073178
-12.794071,-9.073238
-12.793786,-9.073082
-12.79396,-9.073085
-12.793955,-9.073228
-12.794069,-9.073316
-12.794031,-9.073182
-12.794035,-9.073135
-3.7672071,21.820765
-3.767458,21.82167
-12.175606,2.9285052
-12.175297,2.9278145
-12.174801,2.9290898
-12.175125,2.9292152
-12.175058,2.9284353
-12.176996,2.9268615
-12.176778,2.9287407
-12.174689,2.9280756
-12.175568,2.928494
-12.174774,2.9294686
11.848705,13.868939
11.84845,13.869329
11.849253,13.8683195
11.849576,13.867128
-12.184571,2.920354
-12.185629,2.9203365
-12.184699,2.9203253
-12.185798,2.9202652
-12.275183,-10.009864
-12.275131,-10.009778
-12.2752,-10.009762
-12.275299,-10.009847
-12.275095,-10.009798
-12.2755575,-10.010136
-12.275286,-10.009898
-12.275361,-10.00993
-12.2752495,-10.010663
-12.275448,-10.010035
7.2424855,14.742293
7.2429624,14.744704
4.2212954,-2.5464532
4.2228713,-2.548852
4.222444,-2.5495274
4.2230515,-2.5503879
4.2221045,-2.5500717
4.2455473,-2.564391
4.222035,-2.5495963
4.222838,-2.55148
4.2245893,-2.5530915
4.220182,-2.5496259
-0.77011436,23.005249
-0.7704666,23.005312
-0.7700347,23.004965
-0.77001846,23.005041
-3.6544473,0.8505814
-3.6545925,0.8503858
-3.654874,0.8510382
-3.655553,0.8504725
7.9730535,-13.632604
7.97143,-13.632684
7.9731402,-13.632782
7.973442,-13.633324
7.9732227,-13.633049
7.972087,-13.63224
7.973215,-13.633095
7.97174,-13.632308
7.9730783,-13.633134
7.9731326,-13.63285
2.3018374,23.591873
2.3026578,23.591944
-11.765812,-2.485913
-11.768178,-2.4862573
-11.76663,-2.4857466
-11.765777,-2.4854116
-11.766569,-2.4858563
-11.766264,-2.4858477
-11.766624,-2.4857502
-11.766416,-2.4857712
-11.766447,-2.4857707
-11.766522,-2.4859207
-9.376694,19.52968
-9.376648,19.529797
-9.376885,19.52988
-9.376764,19.529964
-11.776066,-2.508932
-11.776129,-2.5095208
-11.776175,-2.506744
-11.776074,-2.5095162
-12.146864,-8.158383
-12.147746,-8.158778
-12.147692,-8.158834
-12.147563,-8.158511
-12.147581,-8.158666
-12.147724,-8.158731
-12.147435,-8.158536
-12.14721,-8.158758
-12.147382,-8.158883
