9.545655,0.99917674
9.780888,1.0861915
9.673362,1.0235018
9.623625,1.2712849
9.635753,1.1605899
9.504852,1.1829674
9.869845,1.2584494
9.86522,1.2046847
9.634356,0.9720582
9.526338,1.2312495
12.99916,17.137018
13.045536,17.142828
12.981472,17.20673
13.026912,17.050268
9.967824,0.90097237
9.962638,0.83316463
10.164137,0.63676023
9.832677,0.9279247
8.54664,-1.4805211
8.547546,-1.4332428
8.689553,-1.4678956
8.45749,-1.375225
8.579996,-1.7421395
8.830946,-1.5741521
8.3909235,-1.8645115
8.550045,-1.7327584
8.422144,-1.7185069
8.467693,-1.6929514
6.944736,17.203823
7.124295,17.198885
-18.085155,3.7961104
-18.457483,3.9379132
-18.092833,3.7167263
-18.17503,3.75299
-18.243145,3.8659377
-18.46966,4.0743923
-18.128382,3.8968298
-18.316643,3.9667692
-18.43836,3.6213017
-18.214865,3.7934306
6.688354,10.948782
6.483906,11.031183
6.8810735,11.037615
6.903103,11.02625
-18.074091,3.97771
-17.795238,4.136214
-18.084146,4.0404325
-18.06721,4.077643
-17.296906,-11.186175
-17.34843,-11.36341
-17.24945,-11.206747
-17.373005,-11.456535
-17.163568,-11.324953
-17.328793,-11.255782
-17.21236,-11.338113
-17.396708,-11.095725
-17.317297,-11.016828
-17.259548,-11.202375
-11.849594,12.984604
-11.801119,12.919178
-8.223795,3.6539018
-8.456993,3.5766199
-8.460129,3.5284739
-8.372987,3.6690714
-8.367012,3.5295775
-8.549586,3.3594775
-8.324254,3.5069025
-8.3400345,3.6016243
-8.22747,3.3320556
-8.6775,3.2159774
-4.779691,16.126657
-5.145094,16.307457
-4.770501,16.115143
-5.010243,16.28861
-8.348824,3.26268
-8.612085,3.584932
-8.48824,3.3404074
-8.434631,3.1015923
-3.0614226,-12.690978
-3.034499,-12.644127
-3.223844,-12.360237
-3.1326008,-12.638084
-2.8959587,-12.618094
-3.2895775,-12.586629
-3.2173,-12.56083
-3.2995095,-12.614843
-3.3918684,-12.657754
-2.9888632,-12.624757
6.64193,19.184834
6.6873302,19.109425
-20.769625,3.1068177
-20.690659,2.9358916
-20.61736,3.14171
-20.686855,2.8454025
-20.701954,3.0538573
-20.732578,3.1242654
-20.691252,3.1329699
-20.612402,2.8401852
-20.418365,3.2739706
-20.614553,3.0741243
-8.725455,16.403692
-8.659129,16.637974
-8.708871,16.70688
-8.761561,16.731216
-20.974623,3.4936576
-21.137558,3.55658
-21.008211,3.480484
-21.061626,3.3989043
-21.651394,-5.790892
-21.743494,-5.7274423
-21.546356,-5.9035606
-21.602713,-5.8208146
-21.659294,-5.849889
-21.565126,-5.856114
-21.65573,-5.6027193
-21.553753,-6.0089717
-21.497494,-5.5272994
-21.646719,-5.63317
8.323445,22.181599
8.459992,22.027798
15.591272,14.900734
15.383794,14.962577
15.598827,14.914257
15.362938,15.207845
15.676388,14.891253
15.640548,15.008921
15.746436,15.264599
15.691526,15.287046
15.719387,15.173334
15.496031,14.798112
16.827229,-1.3323396
16.832445,-1.2133936
16.841558,-1.0363655
17.109127,-1.061618
15.673973,15.253891
15.500926,14.935896
15.913314,15.29711
15.844493,15.0423155
4.144287,26.366251
4.4441395,26.07027
4.5697727,26.333002
4.108695,26.369627
4.3237524,26.063646
4.2788105,26.051645
4.812132,26.426842
4.0834074,26.013844
4.565623,1.9350905
4.502004,2.242847
4.639918,2.0478964
4.6547775,2.052459
4.821921,2.0628576
4.467163,2.0649917
4.6113787,2.2065473
4.6156464,1.9900168
4.6415176,2.0177379
4.6337194,2.1775513
4.7231793,25.99673
4.815321,26.099247
4.5286245,26.05765
4.71189,26.275023
4.7561574,25.895155
4.5942683,25.80295
4.357075,26.301142
4.4608417,25.879879
4.6689315,26.05431
4.8022804,26.451305
4.789663,25.914873
5.19744,26.474327
5.134208,26.332743
5.5403547,26.332302
5.0027995,26.239895
5.0874643,25.930944
5.082709,26.538506
5.295605,26.607067
5.30697,26.322071
5.0288367,26.229645
5.465412,2.169075
5.717673,2.2366095
5.329584,2.03103
5.78899,2.0269077
5.083723,2.0101638
6.0109386,2.1699674
5.064015,2.0326343
5.436308,2.0836852
5.521805,2.5790055
6.0801516,2.3232725
5.507452,2.3519645
5.751696,2.1988292
5.503283,2.340489
5.8844566,2.1086981
5.0173764,2.0719967
5.830937,2.2431512
4.7051735,2.1411378
5.720876,2.0052154
5.3672833,2.3035188
5.9697165,2.1582706
7.7522674,25.1727
8.113668,25.230946
7.982669,25.261013
7.7535515,24.97461
7.808638,24.82799
7.9190702,25.056824
7.89015,25.135422
7.8529387,25.217302
-0.8043597,-3.5255077
-0.94181556,-3.119227
-0.93233263,-3.3465965
-1.1801085,-3.3829515
-0.8901113,-3.3290093
-1.2148585,-3.3594248
